id_devis_type,num_devis_type,description_devis_type,nom_devis_type,dth_creation_devis_type,id_produit,nom_produit,cd_produit,famille_article_produit,famille_produit,famille_equipement_produit,marque_produit,modele_produit,type_equipement_produit,min_pv,max_pv,moy_pv
a1mSb000000vIxtIAE,DT-00001728,,HES_PV2_G_3KWc_MONO_JANV25,2025-01-20 13:52:23,01tSb00000D2kX9IAJ,Panneaux Sol&Go - SOL&MOI,PV2_G_PANN_UNITAIRE,Appareils,Appareils,Photovoltaïque,SOL&MOI,Sol&Go,Panneau solaire photovoltaïque,"102,2","102,2","102,2"
a1mSb000000vIxtIAE,DT-00001728,,HES_PV2_G_3KWc_MONO_JANV25,2025-01-20 13:52:23,01tSb00000D2kYIIAZ,Accompagnement administratif - SOL&MOI,PV2_FORFAIT_ADMINISTRATIF,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,350,350,350
a1mSb000000vIxtIAE,DT-00001728,,HES_PV2_G_3KWc_MONO_JANV25,2025-01-20 13:52:23,01tSb00000D2kY6IAJ,Forfait main d'oeuvre Sol&Go - SOL&MOI,PV2_G_FORFAIT_MO_1_6_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"2787,18","2787,18","2787,18"
a1mSb000000vIxtIAE,DT-00001728,,HES_PV2_G_3KWc_MONO_JANV25,2025-01-20 13:52:23,01tSb00000D2kXCIAZ,Système de fixation en surimposition - SOL&MOI,PV2_FIXATION_MECA,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,90,90,90
a1mSb000000vIxtIAE,DT-00001728,,HES_PV2_G_3KWc_MONO_JANV25,2025-01-20 13:52:23,01tSb00000D2kXMIAZ,Kit micro onduleurs APS + accessoires avec passerelle de communication ECU C Mono + Coffret de protection NFC 15 100 : - SOL&MOI,PV2_Z_MICRO_MONO_APS_ECUC_1_6_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"489,32","489,32","489,32"
a1mSb000000vMBtIAM,DT-00001732,,HES_PV2_G_6KWc_MONO_JANV25,2025-01-20 16:31:59,01tSb00000D2kY7IAJ,Forfait main d'oeuvre Sol&Go - SOL&MOI,PV2_G_FORFAIT_MO_7_12_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,3401,3401,3401
a1mSb000000vMBtIAM,DT-00001732,,HES_PV2_G_6KWc_MONO_JANV25,2025-01-20 16:31:59,01tSb00000D2kYIIAZ,Accompagnement administratif - SOL&MOI,PV2_FORFAIT_ADMINISTRATIF,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,350,350,350
a1mSb000000vMBtIAM,DT-00001732,,HES_PV2_G_6KWc_MONO_JANV25,2025-01-20 16:31:59,01tSb00000D2kX9IAJ,Panneaux Sol&Go - SOL&MOI,PV2_G_PANN_UNITAIRE,Appareils,Appareils,Photovoltaïque,SOL&MOI,Sol&Go,Panneau solaire photovoltaïque,"102,2","102,2","102,2"
a1mSb000000vMBtIAM,DT-00001732,,HES_PV2_G_6KWc_MONO_JANV25,2025-01-20 16:31:59,01tSb00000D2kXCIAZ,Système de fixation en surimposition - SOL&MOI,PV2_FIXATION_MECA,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,90,90,90
a1mSb000000vMBtIAM,DT-00001732,,HES_PV2_G_6KWc_MONO_JANV25,2025-01-20 16:31:59,01tSb00000D2kXNIAZ,Kit micro onduleurs APS + accessoires avec passerelle de communication ECU C Mono + Coffret de protection NFC 15 100 : - SOL&MOI,PV2_Z_MICRO_MONO_APS_ECUC_7_12_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"464,04","464,04","464,04"
a1mSb000000vQKLIA2,DT-00001734,,HES_PV2_Z_3KWc_MONO_JANV25,2025-01-21 08:06:30,01tSb00000D2kXCIAZ,Système de fixation en surimposition - SOL&MOI,PV2_FIXATION_MECA,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,90,90,90
a1mSb000000vQKLIA2,DT-00001734,,HES_PV2_Z_3KWc_MONO_JANV25,2025-01-21 08:06:30,01tSb00000D2kYIIAZ,Accompagnement administratif - SOL&MOI,PV2_FORFAIT_ADMINISTRATIF,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,350,350,350
a1mSb000000vQKLIA2,DT-00001734,,HES_PV2_Z_3KWc_MONO_JANV25,2025-01-21 08:06:30,01tSb00000D2kXAIAZ,Panneaux Sol&Zen - SOL&MOI,PV2_Z_PANN_UNITAIRE,Appareils,Appareils,Photovoltaïque,SOL&MOI,Sol&Zen,Panneau solaire photovoltaïque,150,150,150
a1mSb000000vQKLIA2,DT-00001734,,HES_PV2_Z_3KWc_MONO_JANV25,2025-01-21 08:06:30,01tSb00000D2kXMIAZ,Kit micro onduleurs APS + accessoires avec passerelle de communication ECU C Mono + Coffret de protection NFC 15 100 : - SOL&MOI,PV2_Z_MICRO_MONO_APS_ECUC_1_6_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"489,32","489,32","489,32"
a1mSb000000vQKLIA2,DT-00001734,,HES_PV2_Z_3KWc_MONO_JANV25,2025-01-21 08:06:30,01tSb00000D2kYAIAZ,Forfait main d'oeuvre Sol&Zen - SOL&MOI,PV2_Z_FORFAIT_MO_1_6_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,2860,2860,2860
a1mSb000000vQYrIAM,DT-00001735,,HES_PV2_Z_6KWc_MONO_JANV25,2025-01-21 08:14:17,01tSb00000D2kYBIAZ,Forfait main d'oeuvre Sol&Zen - SOL&MOI,PV2_Z_FORFAIT_MO_7_12_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"3453,45","3453,45","3453,45"
a1mSb000000vQYrIAM,DT-00001735,,HES_PV2_Z_6KWc_MONO_JANV25,2025-01-21 08:14:17,01tSb00000D2kYIIAZ,Accompagnement administratif - SOL&MOI,PV2_FORFAIT_ADMINISTRATIF,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,350,350,350
a1mSb000000vQYrIAM,DT-00001735,,HES_PV2_Z_6KWc_MONO_JANV25,2025-01-21 08:14:17,01tSb00000D2kXNIAZ,Kit micro onduleurs APS + accessoires avec passerelle de communication ECU C Mono + Coffret de protection NFC 15 100 : - SOL&MOI,PV2_Z_MICRO_MONO_APS_ECUC_7_12_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"464,04","464,04","464,04"
a1mSb000000vQYrIAM,DT-00001735,,HES_PV2_Z_6KWc_MONO_JANV25,2025-01-21 08:14:17,01tSb00000D2kXCIAZ,Système de fixation en surimposition - SOL&MOI,PV2_FIXATION_MECA,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,90,90,90
a1mSb000000vQYrIAM,DT-00001735,,HES_PV2_Z_6KWc_MONO_JANV25,2025-01-21 08:14:17,01tSb00000D2kXAIAZ,Panneaux Sol&Zen - SOL&MOI,PV2_Z_PANN_UNITAIRE,Appareils,Appareils,Photovoltaïque,SOL&MOI,Sol&Zen,Panneau solaire photovoltaïque,150,150,150
a1mSb000000vQiXIAU,DT-00001736,,HES_PV2_Z_9KWc_MONO_JANV25,2025-01-21 08:18:53,01tSb00000D2kXOIAZ,Kit micro onduleurs APS + accessoires avec passerelle de communication ECU C Mono + Coffret de protection NFC 15 100 : - SOL&MOI,PV2_Z_MICRO_MONO_APS_ECUC_13_18_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"377,35","377,35","377,35"
a1mSb000000vQiXIAU,DT-00001736,,HES_PV2_Z_9KWc_MONO_JANV25,2025-01-21 08:18:53,01tSb00000D2kYIIAZ,Accompagnement administratif - SOL&MOI,PV2_FORFAIT_ADMINISTRATIF,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,350,350,350
a1mSb000000vQiXIAU,DT-00001736,,HES_PV2_Z_9KWc_MONO_JANV25,2025-01-21 08:18:53,01tSb00000D2kXCIAZ,Système de fixation en surimposition - SOL&MOI,PV2_FIXATION_MECA,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,90,90,90
a1mSb000000vQiXIAU,DT-00001736,,HES_PV2_Z_9KWc_MONO_JANV25,2025-01-21 08:18:53,01tSb00000D2kXAIAZ,Panneaux Sol&Zen - SOL&MOI,PV2_Z_PANN_UNITAIRE,Appareils,Appareils,Photovoltaïque,SOL&MOI,Sol&Zen,Panneau solaire photovoltaïque,150,150,150
a1mSb000000vQiXIAU,DT-00001736,,HES_PV2_Z_9KWc_MONO_JANV25,2025-01-21 08:18:53,01tSb00000D2kYCIAZ,Forfait main d'oeuvre Sol&Zen - SOL&MOI,PV2_Z_FORFAIT_MO_13_18_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,4242,4242,4242
a1mSb000000vR57IAE,DT-00001737,,HES_PV2_P_3KWc_MONO_JANV25,2025-01-21 08:35:35,01tSb00000D2kXBIAZ,Panneaux Sol&Plus - SOL&MOI,PV2_P_PANN_UNITAIRE,Appareils,Appareils,Photovoltaïque,SOL&MOI,Sol&Plus,Panneau solaire photovoltaïque,"164,52","164,52","164,52"
a1mSb000000vR57IAE,DT-00001737,,HES_PV2_P_3KWc_MONO_JANV25,2025-01-21 08:35:35,01tSb00000D2kXUIAZ,Kit micro onduleurs Enphase + accesoires divers avec passerelle Envoy Standard Mono + Coffret de protection NFC 15 100 : - SOL&MOI,PV2_P_MICRO_MONO_ENPHASE_ENVOYS_1_6_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"322,13","322,13","322,13"
a1mSb000000vR57IAE,DT-00001737,,HES_PV2_P_3KWc_MONO_JANV25,2025-01-21 08:35:35,01tSb00000D2kXwIAJ,Coffret Mylight Type E pour micro-onduleurs ENPHASE Mono - SOL&MOI,PV2_Coffret_MYLIGHT_ENPHASE_MONO_1_6_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"1827,59","1827,59","1827,59"
a1mSb000000vR57IAE,DT-00001737,,HES_PV2_P_3KWc_MONO_JANV25,2025-01-21 08:35:35,01tSb00000D2kYEIAZ,Forfait main d'oeuvre Sol&Plus - SOL&MOI,PV2_P_FORFAIT_MO_1_6_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,2960,2960,2960
a1mSb000000vR57IAE,DT-00001737,,HES_PV2_P_3KWc_MONO_JANV25,2025-01-21 08:35:35,01tSb00000D2kYIIAZ,Accompagnement administratif - SOL&MOI,PV2_FORFAIT_ADMINISTRATIF,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,350,350,350
a1mSb000000vR57IAE,DT-00001737,,HES_PV2_P_3KWc_MONO_JANV25,2025-01-21 08:35:35,01tSb00000D2kXCIAZ,Système de fixation en surimposition - SOL&MOI,PV2_FIXATION_MECA,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,90,90,90
a1mSb000000vRGPIA2,DT-00001738,,HES_PV2_P_6KWc_MONO_JANV25,2025-01-21 08:40:36,01tSb00000D2kYFIAZ,Forfait main d'oeuvre Sol&Plus - SOL&MOI,PV2_P_FORFAIT_MO_7_12_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"3553,45","3553,45","3553,45"
a1mSb000000vRGPIA2,DT-00001738,,HES_PV2_P_6KWc_MONO_JANV25,2025-01-21 08:40:36,01tSb00000D2kXCIAZ,Système de fixation en surimposition - SOL&MOI,PV2_FIXATION_MECA,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,90,90,90
a1mSb000000vRGPIA2,DT-00001738,,HES_PV2_P_6KWc_MONO_JANV25,2025-01-21 08:40:36,01tSb00000D2kXxIAJ,Coffret Mylight Type E pour micro-onduleurs ENPHASE Mono - SOL&MOI,PV2_Coffret_MYLIGHT_ENPHASE_MONO_7_12_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"2063,56","2063,56","2063,56"
a1mSb000000vRGPIA2,DT-00001738,,HES_PV2_P_6KWc_MONO_JANV25,2025-01-21 08:40:36,01tSb00000D2kYIIAZ,Accompagnement administratif - SOL&MOI,PV2_FORFAIT_ADMINISTRATIF,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,350,350,350
a1mSb000000vRGPIA2,DT-00001738,,HES_PV2_P_6KWc_MONO_JANV25,2025-01-21 08:40:36,01tSb00000D2kXBIAZ,Panneaux Sol&Plus - SOL&MOI,PV2_P_PANN_UNITAIRE,Appareils,Appareils,Photovoltaïque,SOL&MOI,Sol&Plus,Panneau solaire photovoltaïque,"164,52","164,52","164,52"
a1mSb000000vRGPIA2,DT-00001738,,HES_PV2_P_6KWc_MONO_JANV25,2025-01-21 08:40:36,01tSb00000D2kXVIAZ,Kit micro onduleurs Enphase + accesoires divers avec passerelle Envoy Standard Mono + Coffret de protection NFC 15 100 : - SOL&MOI,PV2_P_MICRO_MONO_ENPHASE_ENVOYS_7_12_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"283,59","283,59","283,59"
a1mSb000000vRbNIAU,DT-00001739,,HES_PV2_P_9KWc_MONO_JANV25,2025-01-21 08:47:50,01tSb00000D2kYIIAZ,Accompagnement administratif - SOL&MOI,PV2_FORFAIT_ADMINISTRATIF,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,350,350,350
a1mSb000000vRbNIAU,DT-00001739,,HES_PV2_P_9KWc_MONO_JANV25,2025-01-21 08:47:50,01tSb00000D2kYGIAZ,Forfait main d'oeuvre Sol&Plus - SOL&MOI,PV2_P_FORFAIT_MO_13_18_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,4342,4342,4342
a1mSb000000vRbNIAU,DT-00001739,,HES_PV2_P_9KWc_MONO_JANV25,2025-01-21 08:47:50,01tSb00000D2kXyIAJ,Coffret Mylight Type E pour micro-onduleurs ENPHASE Mono - SOL&MOI,PV2_Coffret_MYLIGHT_ENPHASE_MONO_13_18_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"2091,5","2091,5","2091,5"
a1mSb000000vRbNIAU,DT-00001739,,HES_PV2_P_9KWc_MONO_JANV25,2025-01-21 08:47:50,01tSb00000D2kXCIAZ,Système de fixation en surimposition - SOL&MOI,PV2_FIXATION_MECA,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,90,90,90
a1mSb000000vRbNIAU,DT-00001739,,HES_PV2_P_9KWc_MONO_JANV25,2025-01-21 08:47:50,01tSb00000D2kXBIAZ,Panneaux Sol&Plus - SOL&MOI,PV2_P_PANN_UNITAIRE,Appareils,Appareils,Photovoltaïque,SOL&MOI,Sol&Plus,Panneau solaire photovoltaïque,"164,52","164,52","164,52"
a1mSb000000vRbNIAU,DT-00001739,,HES_PV2_P_9KWc_MONO_JANV25,2025-01-21 08:47:50,01tSb00000D2kXeIAJ,Kit micro onduleurs Enphase + accesoires divers avec passerelle Envoy Metered Monophasé,PV2_O_MICRO_MONO_ENPHASE_METERED_13_18_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"314,13","314,13","314,13"
a1mSb000000vTDNIA2,DT-00001740,,HES_PV2_G_9KWc_MONO_JANV25,2025-01-21 09:50:54,01tSb00000D2kXOIAZ,Kit micro onduleurs APS + accessoires avec passerelle de communication ECU C Mono + Coffret de protection NFC 15 100 : - SOL&MOI,PV2_Z_MICRO_MONO_APS_ECUC_13_18_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"377,35","377,35","377,35"
a1mSb000000vTDNIA2,DT-00001740,,HES_PV2_G_9KWc_MONO_JANV25,2025-01-21 09:50:54,01tSb00000D2kY8IAJ,Forfait main d'oeuvre Sol&Go - SOL&MOI,PV2_G_FORFAIT_MO_13_18_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"3969,2","3969,2","3969,2"
a1mSb000000vTDNIA2,DT-00001740,,HES_PV2_G_9KWc_MONO_JANV25,2025-01-21 09:50:54,01tSb00000D2kXCIAZ,Système de fixation en surimposition - SOL&MOI,PV2_FIXATION_MECA,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,90,90,90
a1mSb000000vTDNIA2,DT-00001740,,HES_PV2_G_9KWc_MONO_JANV25,2025-01-21 09:50:54,01tSb00000D2kYIIAZ,Accompagnement administratif - SOL&MOI,PV2_FORFAIT_ADMINISTRATIF,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,350,350,350
a1mSb000000vTDNIA2,DT-00001740,,HES_PV2_G_9KWc_MONO_JANV25,2025-01-21 09:50:54,01tSb00000D2kX9IAJ,Panneaux Sol&Go - SOL&MOI,PV2_G_PANN_UNITAIRE,Appareils,Appareils,Photovoltaïque,SOL&MOI,Sol&Go,Panneau solaire photovoltaïque,"102,2","102,2","102,2"
a1mSb000000vTJpIAM,DT-00001741,,HES_PV2_G_9KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 09:54:35,01tSb00000D2kYIIAZ,Accompagnement administratif - SOL&MOI,PV2_FORFAIT_ADMINISTRATIF,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,350,350,350
a1mSb000000vTJpIAM,DT-00001741,,HES_PV2_G_9KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 09:54:35,01tSb00000D2kXOIAZ,Kit micro onduleurs APS + accessoires avec passerelle de communication ECU C Mono + Coffret de protection NFC 15 100 : - SOL&MOI,PV2_Z_MICRO_MONO_APS_ECUC_13_18_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"377,35","377,35","377,35"
a1mSb000000vTJpIAM,DT-00001741,,HES_PV2_G_9KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 09:54:35,01tSb00000D2kXmIAJ,Coffret Mylight Type U pour micro-onduleurs APS Mono - SOL&MOI,PV2_Coffret_MYLIGHT_APS_MONO_13_18_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"3317,53","3317,53","3317,53"
a1mSb000000vTJpIAM,DT-00001741,,HES_PV2_G_9KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 09:54:35,01tSb00000D2kX9IAJ,Panneaux Sol&Go - SOL&MOI,PV2_G_PANN_UNITAIRE,Appareils,Appareils,Photovoltaïque,SOL&MOI,Sol&Go,Panneau solaire photovoltaïque,"102,2","102,2","102,2"
a1mSb000000vTJpIAM,DT-00001741,,HES_PV2_G_9KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 09:54:35,01tSb00000D2kXCIAZ,Système de fixation en surimposition - SOL&MOI,PV2_FIXATION_MECA,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,90,90,90
a1mSb000000vTJpIAM,DT-00001741,,HES_PV2_G_9KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 09:54:35,01tSb00000D2kY8IAJ,Forfait main d'oeuvre Sol&Go - SOL&MOI,PV2_G_FORFAIT_MO_13_18_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"3969,2","3969,2","3969,2"
a1mSb000000vTTVIA2,DT-00001742,,HES_PV2_G_6KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 09:59:24,01tSb00000D2kXCIAZ,Système de fixation en surimposition - SOL&MOI,PV2_FIXATION_MECA,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,90,90,90
a1mSb000000vTTVIA2,DT-00001742,,HES_PV2_G_6KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 09:59:24,01tSb00000D2kYIIAZ,Accompagnement administratif - SOL&MOI,PV2_FORFAIT_ADMINISTRATIF,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,350,350,350
a1mSb000000vTTVIA2,DT-00001742,,HES_PV2_G_6KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 09:59:24,01tSb00000D2kY7IAJ,Forfait main d'oeuvre Sol&Go - SOL&MOI,PV2_G_FORFAIT_MO_7_12_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,3401,3401,3401
a1mSb000000vTTVIA2,DT-00001742,,HES_PV2_G_6KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 09:59:24,01tSb00000D2kXlIAJ,Coffret Mylight Type U pour micro-onduleurs APS Mono - SOL&MOI,PV2_Coffret_MYLIGHT_APS_MONO_7_12_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"1990,52","1990,52","1990,52"
a1mSb000000vTTVIA2,DT-00001742,,HES_PV2_G_6KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 09:59:24,01tSb00000D2kX9IAJ,Panneaux Sol&Go - SOL&MOI,PV2_G_PANN_UNITAIRE,Appareils,Appareils,Photovoltaïque,SOL&MOI,Sol&Go,Panneau solaire photovoltaïque,"102,2","102,2","102,2"
a1mSb000000vTTVIA2,DT-00001742,,HES_PV2_G_6KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 09:59:24,01tSb00000D2kXFIAZ,Kit micro onduleurs APS + accessoires avec passerelle de communication ECU R  Monophasé,PV2_G_MICRO_MONO_ APS_ECUR_7_12_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"382,55","382,55","382,55"
a1mSb000000vU7pIAE,DT-00001745,,HES_PV2_Z_9KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 10:14:06,01tSb00000D2kXmIAJ,Coffret Mylight Type U pour micro-onduleurs APS Mono - SOL&MOI,PV2_Coffret_MYLIGHT_APS_MONO_13_18_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"3317,53","3317,53","3317,53"
a1mSb000000vU7pIAE,DT-00001745,,HES_PV2_Z_9KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 10:14:06,01tSb00000D2kYCIAZ,Forfait main d'oeuvre Sol&Zen - SOL&MOI,PV2_Z_FORFAIT_MO_13_18_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,4242,4242,4242
a1mSb000000vU7pIAE,DT-00001745,,HES_PV2_Z_9KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 10:14:06,01tSb00000D2kXCIAZ,Système de fixation en surimposition - SOL&MOI,PV2_FIXATION_MECA,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,90,90,90
a1mSb000000vU7pIAE,DT-00001745,,HES_PV2_Z_9KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 10:14:06,01tSb00000D2kXOIAZ,Kit micro onduleurs APS + accessoires avec passerelle de communication ECU C Mono + Coffret de protection NFC 15 100 : - SOL&MOI,PV2_Z_MICRO_MONO_APS_ECUC_13_18_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"377,35","377,35","377,35"
a1mSb000000vU7pIAE,DT-00001745,,HES_PV2_Z_9KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 10:14:06,01tSb00000D2kYIIAZ,Accompagnement administratif - SOL&MOI,PV2_FORFAIT_ADMINISTRATIF,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,350,350,350
a1mSb000000vU7pIAE,DT-00001745,,HES_PV2_Z_9KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 10:14:06,01tSb00000D2kXAIAZ,Panneaux Sol&Zen - SOL&MOI,PV2_Z_PANN_UNITAIRE,Appareils,Appareils,Photovoltaïque,SOL&MOI,Sol&Zen,Panneau solaire photovoltaïque,150,150,150
a1mSb000000vUKjIAM,DT-00001746,,HES_PV2_Z_6KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 10:17:49,01tSb00000D2kXAIAZ,Panneaux Sol&Zen - SOL&MOI,PV2_Z_PANN_UNITAIRE,Appareils,Appareils,Photovoltaïque,SOL&MOI,Sol&Zen,Panneau solaire photovoltaïque,150,150,150
a1mSb000000vUKjIAM,DT-00001746,,HES_PV2_Z_6KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 10:17:49,01tSb00000D2kXCIAZ,Système de fixation en surimposition - SOL&MOI,PV2_FIXATION_MECA,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,90,90,90
a1mSb000000vUKjIAM,DT-00001746,,HES_PV2_Z_6KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 10:17:49,01tSb00000D2kXlIAJ,Coffret Mylight Type U pour micro-onduleurs APS Mono - SOL&MOI,PV2_Coffret_MYLIGHT_APS_MONO_7_12_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"1990,52","1990,52","1990,52"
a1mSb000000vUKjIAM,DT-00001746,,HES_PV2_Z_6KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 10:17:49,01tSb00000D2kYIIAZ,Accompagnement administratif - SOL&MOI,PV2_FORFAIT_ADMINISTRATIF,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,350,350,350
a1mSb000000vUKjIAM,DT-00001746,,HES_PV2_Z_6KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 10:17:49,01tSb00000D2kXNIAZ,Kit micro onduleurs APS + accessoires avec passerelle de communication ECU C Mono + Coffret de protection NFC 15 100 : - SOL&MOI,PV2_Z_MICRO_MONO_APS_ECUC_7_12_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"464,04","464,04","464,04"
a1mSb000000vUKjIAM,DT-00001746,,HES_PV2_Z_6KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 10:17:49,01tSb00000D2kYBIAZ,Forfait main d'oeuvre Sol&Zen - SOL&MOI,PV2_Z_FORFAIT_MO_7_12_PANN,Accessoires,Accessoires,Photovoltaïque,SOL&MOI,,Accessoire ou pièces détachées de PV,"3453,45","3453,45","3453,45"
a1mSb000000vUUPIA2,DT-00001747,,HES_PV2_Z_3KWc_MONO_OPTION MY LIGHT_JANV25,2025-01-21 10:22:03,01tSb00000D2kXAIAZ,Panneaux Sol&Zen - SOL&MOI,PV2_Z_PANN_UNITAIRE,Appareils,Appareils,Photovoltaïque,SOL&MOI,Sol&Zen,Panneau solaire photovoltaïque,150,150,150
